entry_path,relative_path,classification,size_bytes,compressed_bytes,sha256,listed_in_internal_manifest,internal_manifest_match
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/shadow_ops/emails/email_055.eml,shadow_ops/emails/email_055.eml,shadow_operations_evidence,228,174,698e9e91931470c64f04d40c38d1d3e699989825afa7d8e152a9928153ce5466,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/shadow_ops/emails/email_056.eml,shadow_ops/emails/email_056.eml,shadow_operations_evidence,224,172,94ca94ebb5a5cc156620b03a70210aaea059ad6aa1e274f08d01e091120ba31a,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/shadow_ops/emails/email_057.eml,shadow_ops/emails/email_057.eml,shadow_operations_evidence,232,178,0c2c2428069187ed35284ec2c3777a4d0d0cbf20af2d563b02a0075e68395bb0,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/shadow_ops/emails/email_058.eml,shadow_ops/emails/email_058.eml,shadow_operations_evidence,228,176,267fd529a4227dc2c9d7db07dd6e9f003f2abbbf9aeee8b4db76ac79b9d6098d,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/shadow_ops/emails/email_059.eml,shadow_ops/emails/email_059.eml,shadow_operations_evidence,228,177,0dc5f96d16c1fa77a8382242672972ebad7089471abe2b1cb1fdd0338485b89b,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/shadow_ops/emails/email_060.eml,shadow_ops/emails/email_060.eml,shadow_operations_evidence,228,177,a62bb927802f4f60ca493892d45883ba91c3dd67915a522f4eacf9839d8a83f0,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/src/cgt_orchestrator/__init__.py,src/cgt_orchestrator/__init__.py,executable_evidence,22,24,27e8febb48ada44153ea2add9969a2c50a9831a74d9755fdd53c549a888b1cc2,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/src/cgt_orchestrator/api.py,src/cgt_orchestrator/api.py,executable_evidence,1164,510,d31125cb617da345c07be5ec42f51a09a7e2710fa0ac7655cc6def435e2bacc5,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/src/cgt_orchestrator/cli.py,src/cgt_orchestrator/cli.py,executable_evidence,406,232,ce168f615610caae3a9320362e2af4a92c94d70db7bd2b8112e826aa06c01c5e,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/src/cgt_orchestrator/diagnostics.py,src/cgt_orchestrator/diagnostics.py,executable_evidence,1622,621,540cb0f41bb08d3b9da160b311e9d496d73102040b052d9fcf616e75d1ec9e66,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/src/cgt_orchestrator/legacy/slot_service.py,src/cgt_orchestrator/legacy/slot_service.py,executable_evidence,491,259,d66825b5188ba5ea4975a2252127a2aab4f2576f3ace0d0828bf481c194e12d4,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/src/cgt_orchestrator/legacy/status_rules.py,src/cgt_orchestrator/legacy/status_rules.py,executable_evidence,949,519,99c6bb2f8702c7d7faa6b8b29971ea64d493e1fd264c096a553004c7d50487d4,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/src/cgt_orchestrator/paths.py,src/cgt_orchestrator/paths.py,executable_evidence,172,123,b9018f91247b1848542f42bd76daef61a1c9cdbc97c43a0bc416105489a1f73a,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/src/cgt_orchestrator/repository.py,src/cgt_orchestrator/repository.py,executable_evidence,1432,475,e4d2e5e093c79ac9f86a45235eca14425477b418f254e7d598cd8adcf96ac6a3,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/tests/test_diagnostics.py,tests/test_diagnostics.py,executable_evidence,259,153,3b2fb8eea5da679a4550f89e6b3b52afdccc826818850cc13ce697da80893d5f,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/tests/test_legacy_expected_failures.py,tests/test_legacy_expected_failures.py,executable_evidence,939,456,1489ea0162cb2d4e8725c15cba3402ede7feae843e340695fcb72efc10df4fd6,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/tests/test_repository.py,tests/test_repository.py,executable_evidence,293,169,bce7bbfb209875505553d76264873991cdc6d8698142ce715769f361e814edff,True,True
AI_FDE_CGT_Patient_to_Batch_Orchestration_v2/tools/v1_dataset_builder.py,tools/v1_dataset_builder.py,executable_evidence,575,360,b5aac5fc71c51335f4cfcb6076eefc0a6d3addf98a689ead282ecf65661c9fd4,True,True
